PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS,ZONA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,825,4,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,1,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,6,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,1600,1,MAA
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE,SO,,MAA,"VEGA ERRAMUSPE, Cesar Enrique",,1330,3,MAA
PARTIDO IDENTIDAD SOBERANA,SO,,MAA,"SALLE LORIER, Gustavo Alberto",,18010,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,5,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,97,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,12,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,4040,1,MAA
PARTIDO NACIONAL,SO,,MAA,"GANDINI ASTESIANO, Jorge Osvaldo",,250,2,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,71,2,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,25,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,510,2,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,741,1,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,7001,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,12,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,6,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1303,3,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,5640,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,6,MAA
FRENTE AMPLIO,SO,,MAA,"LIMA PROSERPIO, Andrés Pablo",,319,4,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,9,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,5,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,95,3,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,502,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,11,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,939,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,825,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,1,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,4,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,1600,1,MAA
PARTIDO COLORADO,SO,,MAA,"VIERA DUARTE, Tabare",,2000,1,MAA
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE,SO,,MAA,"VEGA ERRAMUSPE, Cesar Enrique",,1330,1,MAA
PARTIDO IDENTIDAD SOBERANA,SO,,MAA,"SALLE LORIER, Gustavo Alberto",,18010,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,4,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,97,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,151,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,7,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,11,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,4040,1,MAA
PARTIDO NACIONAL,SO,,MAA,"GANDINI ASTESIANO, Jorge Osvaldo",,250,1,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,71,3,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,20,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,741,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,5,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,567,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1303,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,2040,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,5005,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,8008,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,12,MAA
FRENTE AMPLIO,SO,,MAA,"LIMA PROSERPIO, Andrés Pablo",,319,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,9,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,46,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,52,6,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,3,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,141,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,502,3,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,10,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,711,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,939,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,1968,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,8811,1,MAA
PARTIDO COLORADO,SO,,MAA,"ACHE BATLLE, Carolina",,919,1,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,615,2,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,29000,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,25,3,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,825,6,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,3,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,9007,1,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,2,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,1600,4,MAA
PARTIDO COLORADO,SO,,MAA,"VIERA DUARTE, Tabare",,2000,2,MAA
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE,SO,,MAA,"VEGA ERRAMUSPE, Cesar Enrique",,1330,1,MAA
PARTIDO IDENTIDAD SOBERANA,SO,,MAA,"SALLE LORIER, Gustavo Alberto",,18010,2,MAA
PARTIDO NACIONAL,SO,,MAA,"CORBRAN RIZZO, Roxana Lilián",,1007,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,4,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,4040,1,MAA
PARTIDO NACIONAL,SO,,MAA,"GANDINI ASTESIANO, Jorge Osvaldo",,250,5,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,71,2,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,23,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,510,2,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,741,1,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,7001,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,3,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,800,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,3,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,5005,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,12,MAA
FRENTE AMPLIO,SO,,MAA,"LIMA PROSERPIO, Andrés Pablo",,319,5,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,46,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,3,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,95,6,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,502,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,10,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,939,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,8811,2,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,615,3,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,29000,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,825,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,1,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,4,MAA
PARTIDO COLORADO,SO,,MAA,"VIERA DUARTE, Tabare",,2000,1,MAA
PARTIDO INDEPENDIENTE,SO,,MAA,"MIERES GOMEZ, Pablo Andres",,909,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,4,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,97,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,4,MAA
PARTIDO NACIONAL,SO,,MAA,"GANDINI ASTESIANO, Jorge Osvaldo",,250,1,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,21,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,510,2,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,741,3,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,800,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,2040,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,8008,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,4,MAA
FRENTE AMPLIO,SO,,MAA,"LIMA PROSERPIO, Andrés Pablo",,319,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,9,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,52,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,95,3,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,502,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,11,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,624,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,939,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,8811,2,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,615,2,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,29000,3,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,25,1,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,825,6,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,2,MAA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,9007,1,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,2,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,1600,2,MAA
PARTIDO IDENTIDAD SOBERANA,SO,,MAA,"SALLE LORIER, Gustavo Alberto",,18010,5,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,151,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,5,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,30,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,741,1,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,7001,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,4,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,567,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,800,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,7,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,2040,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,6,MAA
FRENTE AMPLIO,SO,,MAA,"LIMA PROSERPIO, Andrés Pablo",,319,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,9,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,52,5,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,76,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,6,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,95,6,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,12,MAA
PARTIDO COLORADO,SO,,MAA,"GURMENDEZ ARMAND UGON, Gabriel",,29000,1,MAA
